@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute Class {'1','2','3','4','5','6'}
@data
-0.137735314053104,-0.751944136822539,0.568541349877652,-0.664381702950383,0.484406260297251,0.216059410462528,-0.129102236109501,-0.352976131148526,-0.586918469695883,'1'
-0.632300753926884,-1.5233767340719,0.582394728305146,-0.200601998938709,0.303527288570929,0.10889221784788,-0.297419152965346,-0.352976131148526,-0.586918469695883,'3'
-0.137735314053104,-0.237655738656297,0.554687971450158,-0.0796159891965337,-0.0194708752260719,0.139511415737779,-0.367551201655281,-0.352976131148526,-0.586918469695883,'1'
-1.766504162704,1.21949472281471,-0.65055595174183,0.182520365244848,2.44823509618301,-0.763754922014243,-0.956660410650736,-0.352976131148526,-0.586918469695883,'5'
5.13762937793369,-1.35194726801648,-1.85579987493382,-0.906353722434734,-3.22361266009233,-0.580039734674848,5.07469577668369,-0.352976131148526,1.87236613447244,'2'
-0.592735518736943,-0.800923984266941,0.118306550984094,-0.0191229843254458,0.794484497542365,0.10889221784788,-0.115075826371514,-0.13220115109487,1.66742575079175,'2'
-0.183894755107998,0.288877621371044,0.672441688083858,-1.61210544593076,0.445646480641609,-0.671897328344545,-0.0168909582056046,-0.352976131148526,-0.586918469695883,'3'
0.00733721497653121,-0.323370471684004,0.111379861770346,-0.341752343637915,0.2518475823634,0.0782730199579815,0.0812939099603053,-0.352976131148526,-0.586918469695883,'1'
-0.955416841311069,0.901125714426092,-1.85579987493382,2.48125455034619,0.949523616164931,-0.641278130454646,0.0812939099603053,0.87132148551266,-0.0745675104941487,'6'
-0.150923725783085,-0.2621456623785,0.845608918427534,-0.301423673723855,-0.419988598334356,0.0782730199579815,-0.360537996786288,-0.352976131148526,2.28224690183383,'2'
-0.691648606711685,-0.0539813107397839,0.623954863587629,0.0816986904597008,0.0838885371889662,-0.0748229694915138,-0.521841708773138,-0.352976131148526,-0.586918469695883,'2'
-0.302590460677673,-1.47439688662749,0.395374119533976,-0.583724363122266,1.156242440995,0.185440212572628,-0.0379305728125847,-0.352976131148526,1.87236613447244,'2'
1.28001894691834,-0.237655738656297,0.755561958648823,-1.32980475653235,-0.859266101098281,-0.564730135729899,0.74754837251469,-0.352976131148526,-0.586918469695883,'1'
0.94371444780417,0.76643113395398,0.748635269435075,-1.75325579062997,-1.11766463213587,-0.595349333619798,0.48805979236193,-0.352976131148526,-0.586918469695883,'3'
-0.55976448941203,-0.323370471684004,0.533907903808916,0.626135734299492,-0.226189700056148,0.154821014682729,-0.402617226000247,-0.352976131148526,1.15507479159001,'3'
-0.421286166247421,0.0929582315934288,0.554687971450158,0.525314059514345,-0.174509993848638,0.185440212572628,-0.676132215890996,-0.352976131148526,-0.586918469695883,'2'
-0.38172093105748,1.64806838795325,-1.85579987493382,1.1100797732682,0.471486333745363,-0.763754922014243,-0.297419152965346,2.83822585326341,0.232843065026891,'6'
-0.678460194981778,-0.849903831711344,0.450787633243952,0.0816986904597008,0.807404424094251,0.261988207297376,-0.500802094166158,-0.352976131148526,-0.586918469695883,'2'
0.524982375377758,-0.164185967489693,-1.85579987493382,0.626135734299492,0.484406260297251,-0.0442037716016147,1.65926500548385,-0.352976131148526,-0.586918469695883,'4'
-0.07838746126823,-0.54377978518382,0.194500132335311,-0.0392873192824751,0.342287068226571,0.154821014682729,-0.115075826371514,-0.0719897928984182,-0.586918469695883,'2'
1.04592463871142,-0.433575128433912,0.672441688083858,-1.16849007687611,-0.562107790405035,-0.472872542060202,0.6283238897418,-0.352976131148526,1.15507479159001,'1'
2.11088888590628,-2.39276902621007,-1.85579987493382,0.868107753783843,-0.600867570060677,0.47632259252667,3.00580034033061,-0.352976131148526,2.89706805287591,'2'
0.0205256267065114,-0.580514670767125,0.734781891007581,-0.684546037907412,-0.484588231093752,0.216059410462528,0.00414865640137685,-0.352976131148526,1.66742575079175,'2'
-0.266322328420319,-0.0172464251564796,0.679368377297605,-0.523231358251178,0.174328023052136,0.10889221784788,-0.479762479559177,-0.352976131148526,0.540253640547931,'1'
0.735996963057221,-0.678474365655932,-0.740602911520541,1.45287346753769,-0.613787496612546,0.399774597801921,0.523125816706896,0.128714734423088,4.6390613141618,'4'
